T62,2,7.955913355730845,[175],1.602959
T62,2,7.955913355730845,[175],1.438833
T62,2,7.955913355730845,[175],1.222667
T62,2,7.955913355730845,[175],1.175917
T62,2,7.955913355730845,[175],1.175917
T62,2,7.955913355730845,[175],1.2175829999999999
T62,2,7.955913355730845,[175],1.2240840000000002
T62,2,7.955913355730845,[175],1.197584
T62,2,7.955913355730845,[175],1.191083
T62,2,7.955913355730845,[175],1.178375
T62,2,7.955913355730845,[175],1.239083
T62,2,7.955913355730845,[175],1.219
T62,2,7.955913355730845,[175],1.2406249999999999
T62,2,7.955913355730845,[175],1.231
T62,2,7.955913355730845,[175],1.24475
T62,2,7.955913355730845,[175],1.253417
T62,2,7.955913355730845,[175],1.315583
T62,2,7.955913355730845,[175],1.2445
T62,2,7.955913355730845,[175],1.224333
T62,2,7.955913355730845,[175],1.184667
T62,2,7.955913355730845,[175],1.2467920000000001
T62,2,7.955913355730845,[175],1.2729169999999999
T62,2,7.955913355730845,[175],1.24325
T62,2,7.955913355730845,[175],1.241792
T62,2,7.955913355730845,[175],1.264334
T62,2,7.955913355730845,[175],1.248917
T62,2,7.955913355730845,[175],1.2485840000000001
T62,2,7.955913355730845,[175],1.2154589999999998
T62,2,7.955913355730845,[175],1.194792
T62,2,7.955913355730845,[175],1.210208
T62,3,11.472976835556217,[120;183],1.188375
T62,3,11.472976835556217,[120;183],1.268375
T62,3,11.472976835556217,[120;183],1.302417
T62,3,11.472976835556217,[120;183],1.227083
T62,3,11.472976835556217,[120;183],1.308709
T62,3,11.472976835556217,[120;183],1.241542
T62,3,11.472976835556217,[120;183],1.244833
T62,3,11.472976835556217,[120;183],1.224375
T62,3,11.472976835556217,[120;183],1.271042
T62,3,11.472976835556217,[120;183],1.198042
T62,3,11.472976835556217,[120;183],1.198333
T62,3,11.472976835556217,[120;183],1.255292
T62,3,11.472976835556217,[120;183],1.2824170000000001
T62,3,11.472976835556217,[120;183],1.1855
T62,3,11.472976835556217,[120;183],1.269583
T62,3,11.472976835556217,[120;183],1.288417
T62,3,11.472976835556217,[120;183],1.235916
T62,3,11.472976835556217,[120;183],1.2105830000000002
T62,3,11.472976835556217,[120;183],1.2106249999999998
T62,3,11.472976835556217,[120;183],1.273833
