T62,2,7.955913355730845,[175],13.930042
T62,2,7.955913355730845,[175],11.470125
T62,2,7.955913355730845,[175],11.014833
T62,2,7.955913355730845,[175],11.178584
T62,2,7.955913355730845,[175],11.261042
T62,2,7.955913355730845,[175],10.890167
T62,2,7.955913355730845,[175],11.073625
T62,2,7.955913355730845,[175],10.921999999999999
T62,2,7.955913355730845,[175],11.057958999999999
T62,2,7.955913355730845,[175],11.185459
T62,2,7.955913355730845,[175],11.374792
T62,2,7.955913355730845,[175],11.1495
T62,2,7.955913355730845,[175],10.900583000000001
T62,2,7.955913355730845,[175],11.058709
T62,2,7.955913355730845,[175],10.890375
T62,2,7.955913355730845,[175],11.295375
T62,2,7.955913355730845,[175],10.830292
T62,2,7.955913355730845,[175],27.1345
T62,2,7.955913355730845,[175],10.898667000000001
T62,2,7.955913355730845,[175],11.223
T62,2,7.955913355730845,[175],11.033707999999999
T62,2,7.955913355730845,[175],11.061417
T62,2,7.955913355730845,[175],11.194374999999999
T62,2,7.955913355730845,[175],11.081416
T62,2,7.955913355730845,[175],11.156208000000001
T62,2,7.955913355730845,[175],11.201042
T62,2,7.955913355730845,[175],11.113916999999999
T62,2,7.955913355730845,[175],11.215167
T62,2,7.955913355730845,[175],11.126833
T62,2,7.955913355730845,[175],10.958625
T62,3,11.472976835556217,[120;183],19.032084
T62,3,11.472976835556217,[120;183],18.518667
T62,3,11.472976835556217,[120;183],18.483334
T62,3,11.472976835556217,[120;183],18.564167
T62,3,11.472976835556217,[120;183],18.868708
T62,3,11.472976835556217,[120;183],19.12275
T62,3,11.472976835556217,[120;183],18.575584
T62,3,11.472976835556217,[120;183],18.396
T62,3,11.472976835556217,[120;183],18.677417000000002
T62,3,11.472976835556217,[120;183],18.932707999999998
T62,3,11.472976835556217,[120;183],19.224208
T62,3,11.472976835556217,[120;183],18.480708
T62,3,11.472976835556217,[120;183],18.551875
T62,3,11.472976835556217,[120;183],34.352833
T62,3,11.472976835556217,[120;183],18.591292
T62,3,11.472976835556217,[120;183],19.013542
